Transcript,Confidence,Label
"b/ 아/ 나 이번에는 손 좀 조심해야 될 거 같애. 그/ 롱패딩 소매 찢어진 것도 그렇고 어제 드라이기 폭발해가지고 b/ 그/ 손 물집 엄청 커* 지금* 여기 나 있거든. 손바닥에. b/ 근데* 진짜 깜짝 놀랬다. 갑자기 펑 하고 터지는데 b/ 집 정전되고 b/ 불이 드라이에서 확 피어오른 거야. 드라이 뒤쪽에서 코드 쪽에서 b/ 그러면서* 손+ 봤+ 손이 너무 막* 따가워서 봤는데 시커매져* 있더라고 b/ 어/ 진짜 조심해야 될 거 같애. 드라이기 같은 것도.
",,0
"걔가 이게* 오래 동차라고 해가지고 (3월)/(삼 월), (2월)/(이 월)에 (1차)/(일 차) (2차)/(이 차) 동시에 봐야 되거든? b/ 근데 보통 (2차)/(이 차) 준비가 (1년)/(일 년)이 걸려 (2차)/(이 차)만 준비하는데 빨리 걸리면은 근데 그거를 올해 안에 다 해결해야 돼가지고 b/ 어/ 그래서 시간이 없는 거거든. 그래서 아마 (3월)/(삼 월)까지도 시간이 되게 없고? 이제* (3월)/(삼 월)부터 (2월)/(이 월)까지도 시간이 많이 나진 않을 거 같애. 그래서 b/ 어. 거의 고* 애가 밥을
",,0
"o/ 그냥 풀로 해서 이빠이해서 나올 수 있는 수량이 그거밖에 안 되는 거에요. 중국 애들 못 맞춰요 그거를. 그까 중국 애들은 무조건 많이 많이에요. 그까 뭔 물건이 딱 뜨+ 뜨잖아요 중국 시장에 그럼 이/ 호응이 좋아요 그럼 와가지고 대뜸 하는 얘기가 뭐 (150억)/(백 오십억) 무슨 뭐/ (300억)/(삼백억), (500억)/(오백억) 이래 버린대니까 걔네들이 와가지고 그러고 실제로 웃기는 거는 걔네들은 다 현찰 거래야. 그걸 현찰로 쏴요.
",,0
"(4 피스)/(네 피스) 먹고 아/ 자기는 디저트 먹을 거면 디저트 약간 헤비하게 먹은 자기 (4 피스)/(네 피스) 먹겠다는 거야. b/ 그리고* (6 피스)/(여섯 피스)도 있고 b/ 그래서 (4 피스)/(네 피스) 먹는 앤 대신에 엄청 비싼 걸로 딱 즐기더라고 b/ 그리고 내가 (8 피스)/(여덟 피스) 먹으면 b/ 걔 (4개)/(네 개) 다 따른 걸로 해서 나랑 (4 피스)/(네 피스)씩 반하고 b/ n/ 나는 추가로 (2접시)/(두 접시)만 더 해가지구 b/ 먹기두 하구 b/
",,0
"다시 근데 그거 하 다시 공부해야 되잖아. 뭘 어떤 공부를 하느냐는 물론 바뀌겠지. 방식도 바뀔 거고 근데 (고3)/(고 삼) 때보다 빡세면 빡세졌지, 덜 빡세진 않을걸? 그래서 못하겠어. 아무 그래서 내가 반수를 사실 하고는 싶은데 붙은 대학 붙을 대학? 그러면 말이 이상한데? 아무튼 갈 수 있는 대학이 마음에 안 드니까. b/ 반수는 하고 싶은데 다시 그때를 지낼 수 있는 자신이 없다? 너도 비슷한 이유로 고민하지 않아?
",,0
"다른 점 많지 일단 밤에 그냥 뭔가 공기가 다른 것 같고 난 되게 그냥 서울 되게 자주 왔지만 올 때마다 되게 들뜨는 거 같애. 뭔가 일하러 오든 놀러 오든 되게 그냥 일하러 와도 놀러 온 느낌이고 놀러 오면 그냥 말 그대로 놀러 온 느낌이고 그런데 되게 괜찮은 거 같애 일단 동네는 서 수원은 일단 아는 사람 너무 많고 우리를 우리가 자+ 자+ 잘못한 거 하나 보이면은 바로 흠이 생기고 그러니까 되게 서울 괜찮은 거 같애. 앞으로 자주, 자주 오면 좋을 거 같애.
",,0
"b/ 다 이러고 있더라고. 여자 테이블 전부 다. 다 이러 진짜 그+ 그니까 그 여섯 명 단체가 있었고 네 명이 있었고 여덟 명 단체가 있었거든요? 그렇게 다+ 다 여자에요. 다 여자끼리 다 왔는데 딱 이제 딱 박차 갖다주고 딱 문열고 딱 왔는데 b/ 다 이러고 있는 거야. 다 막 막 요러고 있고. 다 셀카 찍을라고. 그래서 그거 보고 좀 충격 먹었어요. 와 이러면서 잠깐만 막 이러고 있다나 누나한테 얘기해주니까 막 누나도 막 웃더라고.
",,0
"물어봤대. 왜 전공 이거 선택했는지 다른+ 그 다른 애가 b/ 근데 돈을 많이 벌 거 같애 갖고 이 전공을 선택했다는 거야. b/ 그래서 아/ 그러면 선택했으면은 자기가 선택한 거에 대한 책임감을 져야 되잖아. b/ 근데* 노력을 해야 되는데 노력을 안 하니까. 이제 막/ 걱정되는 거야. 다음 학기는 어떻게 할지. b/ 그래서 b/ 아/ 뭐 내가 그런 거까지 걱정할 필요는 없지만. b/ 그래도* 쫌 걱정되는 거 같긴 해. 쪼금은 아주 그냥 b/
",,0
"o/ b/ 근데* 우리 어머니가 이제 b/ 피시방의 개념을 모르시니까 이제 한 번 걸린 적이 있었는데 b/ 이게 피시방 갔다 와서 이제 담배 냄새가 나잖아. 그럼 어머니가 가자마자 하는 게 어 너 피시방 갔다 왔어? 이게 아니고 너 담패 피니? 이러는 거야. b/ 근데 우리 형은 알아. 이제 피시방 갔다는 걸 얘가 몰래 갔다 왔다는 걸 b/ 그래서 웃으면서 애 담배는 아니라고 n/ 아닐 거라고 막 웃으면서 얘기했던 게 아직도 기억나네. n/ 중학교 때
",,0
"b/ 그래서 뭐야 처음에는 거의 뭐+ 뭐 이거 씨/ 머/ 진짜 아닐 수도 있잖아. 합성일 수도 있잖아. b/ 한 다섯 갠가 있어 근데 나도 두 갠가 밖에 못 봤어 나는 심지어 b/ 서* 막/ 또 애들한테 물어봤다 근데 애들이 다섯 개 다 본 애들이 있더라고 그래서 나는 처음에 두 갠 줄 알았는데 다섯개였어. 알고 보니 b/ 데 애들이 더러워서 입에 올릴 수도 없다며 막/ b/ 근데 그런+ 그런 거 보면, 아이/ 씨/ 증권가 찌라시 b/ 쫌 짱인 거 같다. 이렇게 또 막/ 생각 들다가도.
",,0
"난 딱히 잘하는 덴지는 모르겠는데 그런 거 알아? b/ 뭔가 엄마가 미용실을 하나를 딱 찾잖아? l/ 그 이제 b/ 엄마가 이제 딱 가서 머리를 막 몇 번 하고 와. 그러면은 이제 동생이랑 아빠는 한 달마다 머리를 짜른단 말이야? b/ 그러면은 어딜 가겠어 갈 데가 없으니까 엄마가 추천해준 데를 갈 꺼 아니야. b/ 그러면은 갑자기 온 가족이 다 그/ 미용사 한 명한테 전용 미용사가 되는 거야. 그/ 언니가 b/ 그래가지고 나도 그냥 엄마가 다니니까 거기 가가지고 머리하고
",,0
"b/ 유튜브에 줌바 댄스를 찾아보니까 b/ 너무 내 스타일인 거야. 너무 재밌어 보이는 거야. 그냥+ b/ 그냥 아무 신나는 노래 막/ 아무 이렇게 율동을 하면서 b/ 까 의미 없는 율동 l/ 있잖아. 살 뺄려는 근데 그런 거 나 따라 하는 거 너무 좋아하거든 이케 앞에서 추면은 b/ 따라 하면 그게 또 너무 재밌잖아. 또 잘 따라 하면 막/ 웨이브 넣고 뭐/ 이렇게 막/ 뛰면서 손, 발 이렇게 뛰면서 b/ 서 어/ 너무 재밌어 보이는 거야. 그래서 b/
",,0
"o/ l/ b/ 제가 초등학교 (4학년)/(사 학년) 때 b/ 친한 친구가 있었는데 요즘은 그냥 b/ 생존만 인스타로 보는 그런 친군데 b/ 그 친구랑 (4학년)/(사 학년) 때 같은 반이었어요. b/ 근데 제가 (4학년)/(사 학년) 때 게 여름에 반바지를 입고 근데 제가 팔다리에+ b/ 팔다리에 털이 많은 편이거든요? 등에도 그렇고. 몸+ 몸 잔털이 많아요. b/ 근데 이제 무릎하고 다리에 있는 털을 진짜 가위로 심심하니까 수업 시간에 b/ 이렇게 계속 잘랐어요.
",,0
"근데 나도 알고 있음. l/ 근데 그게 왜 그러냐면, 나는 내 물건의 위치를 알아. 근데 남들은 이게 봤을 때 뭐/ 어질러져 있는 거 같은 거야. 근데 내 입장에서는 이게 다 정리돼 있는 거거든? 그래서 처음에 엄마 아빠가 왔을 때 맨날 방 청소를 할려고 하니까 스트레스받았어. 왜냐면 내가 위치에 둔 물건들이 다 사라져 막. 그래서 아/ 이건 좀 아닌 거 같다. 생각했는데, 남들은 내가 진짜 막 정리도 잘하고 책도 막 각 잡히게 막 이렇게 놀 거 같은데 막상 난 안 그런 거지.
",,0
"b/ 근데 아응까 내가 잘 모르는 것두 있지 사실. 뭐/ 내가 b/ 뭐/ 영국 정치에 대해서 뭐/ 많이 관심 있는 것도 아니고 그냥 b/ 내가 아는 거는 u/ 자동차 쪽만 알구 있으니까. b/ 어/ 그리고 그때 말했듯이 우리 반에 (60명)/(육십 명) 중에 b/ 영국사람 한 명 있어가지구 b/ 뭐/ 걔랑 그래도 걔랑 좀 친해서 얘기 많이 했는데 b/ 내가 듣는 건 또 걔하테 막/ 까 걔하테 듣는 정보가 다니까 b/ 그/ 내가 궁금한 것들 물어보며 b/ 그러잉까 뭐/ 많이 아는 건 없고. b/
",,0
"어 스포 애니라고 체인점이야 그게, b/ 그냥 체인점이면은 스포인 다니는 애들 되게 많거든? b/ 야 그럼 체인적김, 체인점이라면은 중간은 한다는 소리야. 맞잖아. b/ 체인점이면은 b/ 개후지진 않았잖아. 막 그냥 뭐 엄청 좋지도 않고 보통 체인점 특징이잖아, 엄청 좋지도않고 엄청 나쁘지도 않고 그냥 그저 그렇잖아, b/ 그냥 그저 그래. 그냥 그저 그런 헬스장이야. 왜 그렇게 걔가 약간 극대노하는지 잘 모르겠어.
",,0
"그 연서도 쪼금 약간 나를 닮아 가지고 반 곱슬이거든. b/ 그래서 보면은 b/ 머리 이렇게 풀르고 가면은 항상 b/ 유치원에서 하원 할 때 보면은 b/ 정말 부스스하게 해가지고 나오는 거야. b/ 근데 나는 아직 까지는 b/ 나는 한 번도 지금 미용실에 아이를 데려가 본 적은 없거든. 이렇게 머리를 커트하는 거 외에는 뭐 파마를 한다거나 이렇게 데려가 보지를 않애 가지고 b/ 생각은 못 안 하고는 있는데 b/ 만약에 한다고 하면은 예나를 한다고 하면 좋아하겠지?
",,0
"b/ 그런데도 불구하고 어/ 그 정도 나온다고 했어. (5천 원)/(오천 원)이면 된다고 하더라고. b/ (5천 원)/(오천 원)이면 (1주일)/(일 주일) 혹은 내지 이+ 이제 보름사이 왔다 갔다 b/ 할 정도로 쓸 수 있다고 하니까. b/ 너가 생각하는 반경 정도면 (1주일)/(일 주일)은 버티겠지 (5천 원)/(오천 원)에 오르막길이라는 특수성을 감안해서 (1주일)/(일 주일) 정도 봐야지. b/ 그것보다 더 빨리 닳면 쫌 걱정을 해봐야 하고 그거는. 약간 너한테도 부담이지.
",,0
"나는 웨딩홀 쪽으로 가겠지? 원래 하던 그대로? b/ 근데 그것도 요즘도 웨딩홀이 똠, 쫌 그런 데가 없어지는 추세라고 수+ 수원* 그 쪽은 b/ 용인 쪽도 그러고, 돌잔치도 그렇고, 원래 많았는데, b/ 없어져* 하면은 근데 서울 쪽으로 해야되는데 서울 쪽으로 하기엔 또 b/ 교통비가 너무 많이 들어. 또 한 번 가는데 막 (3000원)/(삼천 원) 이렇게 들고 왕복하면 (6000원)/(육천 원)이고. b/ 그것도 한 달 하면 그것도 얼마야. l/ b/
",,0
"그/ l/ 아니 그걸 내가 하고 있는 찍어준 형이 l/ 있었거든. 근데 그 형이 그다음 차례였던 거야. 그래서 야 너는 그걸 그렇게 하면 어떻게 하니. 이래 그래서 형이 해봐요. 이랬거든. l/ 근데 l/ 그 형 처음에 케이크 성공한 거야. 성공을 했어. 근데 도너츠로 바뀌더라고. b/ 그 도너츠 다섯 개를 해야 되는데 되게 잘해. 그래서 다 집었어 그러니까 아/ 근데 그럼 그* 거기까지 하는 사람이 별로 없나 봐. 그냥 뛰어내리세요 이러더라고.
",,0
"b/ 그리고 엄마 아시는 분이 나랑 같이 논술 봤거든 이번 연도에? b/ 같은 학교 논술 봤었는데 최저도 못 맞춘 거 같다는 거야. b/ 그래서 b/ 엄마는 약간 내가 최저는 맞췄으니까 될 줄 알았나 봐. 근데* 그 사+ 그니까* 아/ 잘하시는 분이거든. 근데 b/ 나는 안 됐고 그 사람 안 될 줄 알았다 하다가 갑자기 추가 합격으로 붙었다는 거임. b/ 그래서 진짜 인생 언제 역전될지도 몰르고 진짜 안 될 것 같은 사람이 되고 될 거 같은 사람 안 되고 그런 거 같애.
",,0
"b/ 맞아. 솔직히 b/ 어딜 가나 일단 현금을 내면은 자기들한테는 더 이득이니까 b/ 그렇게 하는데 b/ 사실 나는 우리가 피해를 받는 건 아니잖아? 물론 걔네가 약간 그런 식으로 법적 어느 정도로 해서 b/ 이득을 챙기겠다 이건데 사실상 나한테 피해가 안 오고 안 오니까 b/ 그리고 나도 그렇게 하면 더 싸니까 카드로 했을 때 나한테 손해가 오잖아. 나+ 왜냐면은 꺠네도 돈 너+ 더 내야되니까 손해고 b/ 나도 돈 더 내야 되니까 손해고
",,0
"b/ 이제 알바+ 알바 뭐/ 구할려다가 b/ 그/ 메가스터디 러셀학원이라고 있어, 안양에. b/ 거기서 무슨. b/ 무슨 뭐/ 질문받아주는 조교 막/ 이런 거 있더라고. b/ 그래가지고 그거 알바몬에서 봐가지고 b/ 그거 한다고 해가지고 (1월)/(일 월) 며칠인가? (8일)/(팔 일)인가? 그때부터 b/ 나가기로 했는데, b/ 근데 별로 안 할 거 같애. 왜냐면 (2월)/(이 월)달에 또 학교 나가야 되고, b/ 막/ 시급도 그렇게 높은 게 아니라 가지고.
",,0
"그리고 우리 b/ 쇼핑도 하러 가자. 지금 자라 하고, 에이치 앤 엠 하고, b/ 에잇 세컨즈하고 다 쎄일 하는데 b/ 나 어제 엄마랑 자라 갔어. 근데 사실 분위기가 별로 안 좋아서 b/ 왜냐면 그저께 내가 늦게 들어갔거든. 그래서 집 분위기가 별로 안 좋아서 안 갈 줄 알았는데 가긴 가더라고. 그래서 b/ 자라가서 진짜* 쇼핑하는데 b/ 그냥 원피스 하나 샀는데 n/ 이쁜 거 많더라. 사러 가+ 사+ 사러 가자. 근데 b/ 아마 오늘쯤이면 다 빠졌을 거야. 사실 가도 의미 없긴 해. n/
",,0
"와서 막 재밌게 놀고, 막/ 술 먹고 막/ 이러는데, b/ 나만 지금 뭐하고 있나, 막/ 자괴감이 엄청 막 빠져들기 시작하면서 막 그랬었어. b/ 그랬는데, 정도쌤이 수요일날, 일이 있다고, 그/ 잠깐 이제 집에를 갔다 오겠다 한 거야. 그래서 우리끼리 있으라고. b/ 어차피 인제 대학생 오빠들도 있고 하니까, b/ 선생님 잠깐 나갔다 올게, 하고 나가고, 그 날 우리가 시험을 봤잖아. 시험 보고 딱 들어가는데, 정도쌤이 없잖아. b/ n/ 그래가지고, 신나게 놀았지. l/
",,0
"o/ 그래. 근데 아빠한테는 물파스가 호랑이연곤가 봐 그래서 엄마도 여기에 물파스를 왜 바르냐니까 물파스를 바르면 빨리 낫는대. 그래서 바르고 엄마가 내 방 들어와가지고 아 아파 죽겠어. 물파스때매 냄새도 나고 눈도 맵고 아빠가 여기다 대고 호호 불고 있잖아. 이러는 거야. 그래서 내가 엄마 내가 다쳤을 때는 웃고 있더니 엄마가 다치니까 큰일 난 거야? 이러니까 엄마 민망해가지고 엄마는 아빠가 애기 취급하잖아. 이러면서 나가더라?
",,0
"o/ 가 하나 가면 가거든. 근데 하나가 너무 잘 가니까 나도 가게 되는 거야. 그래가지고 또 가게 되고. b/ 사실 케터스에서는 친한 애들이 진짜 없었거든. 내가. 그나마 친한 게 용주랑 하나 이정도였는데. 그래도 하나랑 같이 다니다 보니까 또 너네들이랑도 친해지고. b/ 그래서 또 그러다 보니까 또 케터스 또 열심히 하게 되고, 또+ 똑같아 진 거 같애. 그냥 원래는 이터널에 대한 마음이 제일 컸고, 그다음 상사고 그다음 킥터스였는데.
",,0
"그랬더니 은은하게 유지가 되는 거 같고, 지금도 해야 되겠다 생각만 하고 있는데 굳이 뭐 생각만 하고 있는데 아직은 막/ 확 해야 되겠다. 이렇게 막/ 어/ 그러기 때문에 아직은 일단은 보류해놓고. 응 괜찮은 거 같애서 그냥 안 하고 있지. 또 나중에 또 주변에서 괜찮은 데 있으면 내가 또 알아봐서 이야기해 줄게. 그때 괜찮고 안 아픈 데 있으면은 뭐 소개해줄 테니까 그때 한번 한번 연락해서 한번 가보는 것도 괜찮을 거 같애. 나쁘지 않을 거 같애.
",,0
"응 뭐든 꾸준히 재밌게 하는 게 좋은 거 같고, 그러게 그 밭+ 우리 학교에도 그 체스 앤 그거 보드게임이 있었는데 시간이 안 맞아서 희제는 못 했거든. 맨 처음에는 마술해 달라고 했었어 마술. 근데 마술도 월요일이라 시간이 좀 안 맞아서 안 안 했는데 해 본 엄마들이 별로라고 하드라고. 그것 뭐 여기 문방구나 이런데 가면 뭐 몇 천 원짜리 사면 다 할 수 있다고 하드라고. 굳이 그렇게 돈 들여 할 필요 없다고 하길래. 아휴.
",,0
"뭐 계속 물어보는 거야 그냥 꼬투리를 잡으려고 계속 물어보는 거야 막 뭐 학원비가 어때 어떻냐 막 이러면서 학원비 근데 아직 학원도 안 정했으니까 모르잖아. 아/ 모른다고 했더니 뭐야 그럼 다 안 알아봤네. 이러면서 기사도 준비하다가 그만둘 거지? 이렇게 말하는 거야 그래갖고 내가 진짜 완전 화나가지고 b/ 완전 그냥 완전 자리 박차고 쾅쾅쾅 하고 b/ 방에 들어가 갖고 문 꽝 닫았거든 아/ 근데 진짜 너무 사람을 짜증 나게 해
",,0
"내가 정확히 말하자면 b/ 우리가 여섯 시, 일곱 시쯤에 가면은 b/ 사, b/ 진짜 런닝머신 텅텅 비어있어. b/ 예 탕탕쓰, 널널쓰 약간 이런 느낌이거든? b/ 근데 줌바 댄스 끝나면 한 열 시쯤 된단 말야. 그럼 그때 사람이 많아. 그땐 런닝머신 꽉 꽉 차 있는 게 맞거든? b/ 근데 런닝머신 꽉 차 있어도 b/ 줌바 댄스를 하기 전에 하면 되잖아, b/ 줌바 댄스 하기 전에 b/ 가서 하면은 분명 런닝머신이 남거든 진심으로. b/ 근데 걔는 그냥 일찍 가는 게 싫은 거야.
",,0
"하 내가 역대급 빡쳤던 순간 베스트 빠이브 안에 들어. 그게 아마 (2위)/(이 위) (3위)/(삼 위)일 거야. 아 내 생각에 (2위)/(이 위)야, 이게이. 그게 (2위)/(이 위)야. 진짜 그건 해선 안 될 짓이었어. 내가 진짜 의자 디버 던지고 난리가 났거든? b/ 야 그거+ 그거 내가 그때 당시에 다니던 학교 버뤠+ 뭬 버뤤 그뤼스춴 아카데미야. bc 쭐여서 bca라고 하는데 b/ 거기 쪼끔 이런 벽 재질이 b/ 막 이런 아스팔트가 아니라 막 합판 쫌 맞대고 이런 거거든? b/
",,0
"그거는 어. 못 봤는데 어쨌든 위에 봉도 있고 한데 막/ 안 태워 주는 거야. 근데 막/ 우리가 b/ 아/ 왜 막찬데 어/ 그/ 태워 주시면 안 되냐고 집 어떻게 가냐고 그랬는데 기사님이 안 된다고 내리라는 거야. 그래서 그냥 b/ 마침 거기 한 (3명)/(세 명) 정도가 다 비슷한 방향이더라고. 그래서 어/ 그때 한 명이 아저씨분이었는데, 그분이 (4만 원)/(사만 원) 내고 나랑 여학생이 (2만 원)/(이만 원) 정도 내가지고 집에 갔잖아.
",,0
"싸우고 약간 주먹다짐도* 있었고 왜냐면 나도 쌓인 게 많았+ 많았고 그 새끼도 또 성격이 보통이 아니니까 내가 막 한마디로 등치는 나보다 큰데 덤비니까 또 가만히 있지는 않더라고 그럼 뭐 그러고 풀긴 했는데, 그러고 막 걔 뭐 전화기 잊어버리고 그랬다 그러는데 그니까 이게 우리가 생각하는 거 만큼 사람들이 그 나 걔 고등학교 때부터 친군데 b/ 많은 일이 있었지만 (20년)/(이십 년)을 넘게 그렇게 우정을 쌓았던 친구도 그렇게 된다는 거지.
",,0
"o/ 그/ 나는 어 그치. 그리고 내가 나는 시험 준비하면서 내가 애들한테 그랬어. 너는 너가 다쳐서 뭐/ 몇억짜리 보험금이 걸려있는데 한 스물 초반 돼 보이는 애가 와서 저한테 맡기시죠, 하는 거랑 한 (40대)/(사십 대) 좀 되게 경험 많아 보이시는* 와서 저한테 맡기시죠, 하면 누구한테 일꺼냐* 난 솔직히 이/ (40대)/(사십 대)한테 맡긴다, 나는. b/ 나도 그렇게 말을 했었거든 b/ 그래서 이제 아/ 나는 오히려 떨어진 게
",,0
"o/ 그리고 와이파이가 안 터진다고, l/ 아/ 노트북을 들고 와가지고 때릴 기세로 l/ 와이파이가 안 터진다고 화를 내는 거 약간 그런 거? 무슨 뭐/ 자기가 프로그램을 신청했는데, 프로그램 신청이 왜 안 됐냐, 자기는 클릭을 했는데, 이제, 뭐/ 스무 명까지 들을 수 있다고 하는 강의가 있으면은 스무 명이 넘긴 거지? 그래서* 막 자기가 스물 한+ 한 번째야. 그러면 자기가 왜 스물 한 번째인지, 화가 나가지고 온 사람들이라던지.
",,0
"b/ 옛 우리가 어릴 때 가서 경주는 그냥 b/ 인+ 선생님 인도 따라서 그냥 b/ 아/ 귀찮아 숙소 가고 싶다. 이런 식으로 갔잖아. b/ 근데 이번에 내가 한국사 (3급)/(삼 급) 땄잖아. b/ 그러면서 경주 한번 제대로 가보고 싶긴 하더라. b/ 문화 유물도 좀 보고 b/ 그거 둘러 보면서 b/ 우리나라 경주가 가장 유물이 많이 나왔잖아. b/ 그때는 그냥 b/ 아니 언제 직+ 언제 집 가 언제 숙소가 이런 생각이었는데 지금은 한번 제대로 가보고 싶긴 해.
",,0
"o/ 인까/ (1년)/(일 년)은, n/ (1학년)/(일 학년) (1학기)/(일 학기)+, (1학년)/(일 학년) (1학기)/(일 학기)가+ (2학기)/(이 학기)가 이렇게/ 있잖아. n/ 그/ (1학년)/(일 학년) (1학기)/(일 학기), (2학기)/(이 학기)는 n/ 학점 챙기고, b/ 어/ 체대에서 이제 b/ (2학년)/(이 학년) (1학기)/(일 학기) 때부터는 n/ 한 달에 (10만원)/(십 만 원)씩 해가지고 편입한 애들 b/ 이렇게 해가지고 거 학원에서 운동을 시킨 다음에 또 시즌을 또 보내야 된다고 하더라고. n/
",,0
