alpha,call_id,egemaps_backend,ema_ms,end_to_end_ms,feat_ms,feature_type,final_S,first_alert_ms,fwd_ms,kind,label,load_ms,n_segments,peak_seg_ms,prob,rep,rss_mb,score_S,segment_id,tau,total_call_ms
,,,0.000833,5.132656,4.566927,mfcc,,,0.12099,segment,1,0.443906,,,0.9992679953575134,4,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.000937,5.018385,4.458229,mfcc,,,0.203854,segment,1,0.355365,,,0.9992679953575134,5,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.00099,5.974219,5.306718,mfcc,,,0.206042,segment,1,0.460469,,,0.9992679953575134,6,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.000833,5.085677,4.529948,mfcc,,,0.13099,segment,1,0.423906,,,0.9992679953575134,7,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.001094,5.025261,4.465157,mfcc,,,0.189635,segment,1,0.369375,,,0.9992679953575134,8,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.001042,5.942708,5.301979,mfcc,,,0.232343,segment,1,0.407344,,,0.9992679953575134,9,236.0546875,0.6994875967502594,vishing_44_0,,
,,,0.001563,11.063334,7.256354,mfcc,,,0.240104,segment,0,3.565313,,,0.623574435710907,0,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.002292,7.018594,6.136198,mfcc,,,0.396979,segment,0,0.483125,,,0.623574435710907,1,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001094,7.561563,6.767084,mfcc,,,0.226458,segment,0,0.566927,,,0.623574435710907,2,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001406,6.712708,5.982604,mfcc,,,0.236302,segment,0,0.492396,,,0.623574435710907,3,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001927,7.859739,7.039636,mfcc,,,0.306718,segment,0,0.511458,,,0.623574435710907,4,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001666,7.622395,6.733125,mfcc,,,0.327761,segment,0,0.559843,,,0.623574435710907,5,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001875,8.309635,7.206458,mfcc,,,0.337969,segment,0,0.763333,,,0.623574435710907,6,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.001146,7.072969,6.187239,mfcc,,,0.32125,segment,0,0.563334,,,0.623574435710907,7,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.00151,7.869427,7.007136,mfcc,,,0.347812,segment,0,0.512969,,,0.623574435710907,8,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.000886,6.999063,6.21026,mfcc,,,0.221719,segment,0,0.566198,,,0.623574435710907,9,236.19140625,0.43650210499763487,d01j021s006287_3,,
,,,0.002291,11.267604,9.536094,mfcc,,,0.364792,segment,0,1.364427,,,0.5376025438308716,0,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001354,10.27026,9.104115,mfcc,,,0.408489,segment,0,0.756302,,,0.5376025438308716,1,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001615,9.691771,8.575782,mfcc,,,0.414218,segment,0,0.700156,,,0.5376025438308716,2,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001302,10.040885,9.018334,mfcc,,,0.256093,segment,0,0.765156,,,0.5376025438308716,3,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001979,9.644583,8.700573,mfcc,,,0.312083,segment,0,0.629948,,,0.5376025438308716,4,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001458,10.203802,9.178333,mfcc,,,0.287813,segment,0,0.736198,,,0.5376025438308716,5,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001719,11.558594,10.563229,mfcc,,,0.326042,segment,0,0.667604,,,0.5376025438308716,6,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001979,10.017864,8.948542,mfcc,,,0.353333,segment,0,0.71401,,,0.5376025438308716,7,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001719,10.321094,9.325312,mfcc,,,0.289896,segment,0,0.704167,,,0.5376025438308716,8,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.002084,10.189636,9.20276,mfcc,,,0.347708,segment,0,0.637084,,,0.5376025438308716,9,236.60546875,0.3763217806816101,d04j18s003763_13,,
,,,0.001354,8.679687,6.858646,mfcc,,,0.3175,segment,0,1.502187,,,0.4133669137954712,0,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.00125,8.4225,7.431563,mfcc,,,0.303542,segment,0,0.686145,,,0.4133669137954712,1,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001719,7.391823,6.579271,mfcc,,,0.255052,segment,0,0.555781,,,0.4133669137954712,2,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001198,8.457865,7.548021,mfcc,,,0.296459,segment,0,0.612187,,,0.4133669137954712,3,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001459,7.501875,6.384011,mfcc,,,0.583437,segment,0,0.532968,,,0.4133669137954712,4,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001667,8.364062,7.484375,mfcc,,,0.336406,segment,0,0.541614,,,0.4133669137954712,5,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001562,7.493177,6.41625,mfcc,,,0.485886,segment,0,0.589479,,,0.4133669137954712,6,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001406,8.271354,7.405365,mfcc,,,0.313958,segment,0,0.550625,,,0.4133669137954712,7,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001041,7.12526,6.348958,mfcc,,,0.217761,segment,0,0.5575,,,0.4133669137954712,8,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001823,8.312865,7.429531,mfcc,,,0.338073,segment,0,0.543438,,,0.4133669137954712,9,236.453125,0.2893568396568298,d01j020s003787_1,,
,,,0.001927,10.301823,8.495521,mfcc,,,0.333386,segment,1,1.470989,,,0.9999998807907104,0,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.005156,9.006979,7.823229,mfcc,,,0.55651,segment,1,0.622084,,,0.9999998807907104,1,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001406,8.628385,7.643489,mfcc,,,0.268594,segment,1,0.714896,,,0.9999998807907104,2,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.002448,9.000261,8.039375,mfcc,,,0.349479,segment,1,0.608959,,,0.9999998807907104,3,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001562,8.693958,7.502917,mfcc,,,0.503021,segment,1,0.686458,,,0.9999998807907104,4,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.002083,9.470469,8.507292,mfcc,,,0.332969,segment,1,0.628125,,,0.9999998807907104,5,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001979,8.87177,7.581667,mfcc,,,0.632656,segment,1,0.655468,,,0.9999998807907104,6,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001719,8.973802,8.052761,mfcc,,,0.279791,segment,1,0.639531,,,0.9999998807907104,7,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001406,8.291562,7.406354,mfcc,,,0.322969,segment,1,0.560833,,,0.9999998807907104,8,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001302,9.14349,8.158594,mfcc,,,0.264688,segment,1,0.718906,,,0.9999998807907104,9,236.53125,0.6999999165534972,vishing_558_27,,
,,,0.001875,9.582031,6.495469,mfcc,,,0.300104,segment,0,2.784583,,,0.333809494972229,0,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.000937,7.157864,6.230157,mfcc,,,0.224948,segment,0,0.701822,,,0.333809494972229,1,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.00125,6.425,5.725937,mfcc,,,0.241198,segment,0,0.456615,,,0.333809494972229,2,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.000937,7.094531,6.293437,mfcc,,,0.272292,segment,0,0.527865,,,0.333809494972229,3,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.001042,6.400625,5.721094,mfcc,,,0.183333,segment,0,0.495156,,,0.333809494972229,4,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.00151,7.14052,6.368177,mfcc,,,0.31349,segment,0,0.457343,,,0.333809494972229,5,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.001094,6.559271,5.873593,mfcc,,,0.192865,segment,0,0.491719,,,0.333809494972229,6,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.001615,6.513385,5.83401,mfcc,,,0.246979,segment,0,0.430781,,,0.333809494972229,7,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.001145,6.961354,6.204792,mfcc,,,0.256042,segment,0,0.499375,,,0.333809494972229,8,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.00125,7.083958,5.792552,mfcc,,,0.83776,segment,0,0.452396,,,0.333809494972229,9,236.40234375,0.2336666464805603,d01j020s006667_1,,
,,,0.001146,4.458021,3.43875,mfcc,,,0.242968,segment,1,0.775157,,,0.9999994039535522,0,236.1015625,0.6999995827674865,vishing_617_336,,
,,,0.000781,3.349219,2.926719,mfcc,,,0.133594,segment,1,0.288125,,,0.9999994039535522,1,236.1015625,0.6999995827674865,vishing_617_336,,
,,,0.000729,3.22125,2.860833,mfcc,,,0.120573,segment,1,0.239115,,,0.9999994039535522,2,236.1015625,0.6999995827674865,vishing_617_336,,
,,,0.000833,3.347344,2.749844,mfcc,,,0.372865,segment,1,0.223802,,,0.9999994039535522,3,236.1015625,0.6999995827674865,vishing_617_336,,
,,,0.002396,3.302448,2.871354,mfcc,,,0.201094,segment,1,0.227604,,,0.9999994039535522,4,236.1015625,0.6999995827674865,vishing_617_336,,
